Transaction_ID,Date,Customer_ID,Gender,Age,Product_Category,Quantity,Price_per_Unit,Total_Amount
620,2023-05-08,CUST620,Male,63,Electronics,3,25,75
621,2023-03-04,CUST621,Female,40,Beauty,2,500,1000
622,2023-08-22,CUST622,Female,49,Beauty,3,25,75
623,2023-03-10,CUST623,Male,34,Clothing,3,50,150
624,2023-08-26,CUST624,Female,34,Beauty,3,300,900
625,2023-12-08,CUST625,Male,31,Clothing,1,300,300
626,2023-09-29,CUST626,Female,26,Clothing,4,500,2000
627,2023-10-14,CUST627,Male,57,Clothing,1,50,50
628,2023-11-01,CUST628,Female,19,Beauty,4,50,200
629,2023-06-12,CUST629,Male,62,Electronics,2,25,50
630,2023-08-15,CUST630,Male,42,Clothing,2,50,100
631,2023-11-10,CUST631,Male,56,Electronics,3,30,90
632,2023-09-16,CUST632,Female,26,Electronics,4,25,100
633,2023-08-07,CUST633,Male,39,Beauty,4,30,120
634,2023-10-08,CUST634,Male,60,Electronics,4,500,2000
635,2023-08-17,CUST635,Female,63,Electronics,3,300,900
636,2023-03-23,CUST636,Female,21,Beauty,3,500,1500
637,2023-09-01,CUST637,Male,43,Clothing,2,300,600
638,2023-08-19,CUST638,Male,46,Electronics,1,500,500
639,2023-05-13,CUST639,Female,62,Beauty,4,50,200
640,2023-05-07,CUST640,Female,51,Electronics,4,30,120
641,2023-11-23,CUST641,Female,40,Electronics,1,300,300
642,2023-05-22,CUST642,Female,54,Clothing,4,25,100
643,2023-09-24,CUST643,Female,28,Electronics,3,30,90
644,2023-09-06,CUST644,Male,23,Beauty,3,25,75
645,2023-11-17,CUST645,Female,35,Electronics,4,30,120
646,2023-05-03,CUST646,Male,38,Clothing,3,30,90
647,2023-05-21,CUST647,Male,59,Clothing,3,500,1500
648,2023-08-14,CUST648,Male,53,Beauty,4,300,1200
649,2023-02-09,CUST649,Female,58,Clothing,2,300,600
650,2024-01-01,CUST650,Male,55,Electronics,1,30,30
651,2023-05-27,CUST651,Male,51,Clothing,3,50,150
652,2023-05-01,CUST652,Female,34,Beauty,2,50,100
653,2023-05-20,CUST653,Male,54,Clothing,3,25,75
654,2023-06-21,CUST654,Male,42,Clothing,3,25,75
655,2023-06-13,CUST655,Female,55,Clothing,1,500,500
656,2023-10-04,CUST656,Male,29,Beauty,3,30,90
657,2023-02-11,CUST657,Male,40,Clothing,1,25,25
658,2023-03-12,CUST658,Male,59,Clothing,1,25,25
659,2023-03-19,CUST659,Female,39,Electronics,1,30,30
660,2023-04-29,CUST660,Female,38,Beauty,2,500,1000
